-0.9698463104, 0.1710100717, -0.1736481777
-0.9726831354, 0.1540578740, -0.1736481777
-0.9752236717, 0.1370587488, -0.1736481777
-0.9774671454, 0.1200178742, -0.1736481777
-0.9794128731, 0.1029404410, -0.1736481777
-0.9810602622, 0.0858316512, -0.1736481777
-0.9824088108, 0.0686967162, -0.1736481777
-0.9834581082, 0.0515408555, -0.1736481777
-0.9842078347, 0.0343692949, -0.1736481777
-0.9846577620, 0.0171872652, -0.1736481777
-0.9848077530, 0.1736481777, 0.0000000000
-0.9876883406, 0.1564344650, 0.0000000000
-0.9902680687, 0.1391731010, 0.0000000000
-0.9925461516, 0.1218693434, 0.0000000000
-0.9945218954, 0.1045284633, 0.0000000000
-0.9961946981, 0.0871557427, 0.0000000000
-0.9975640503, 0.0697564737, 0.0000000000
-0.9986295348, 0.0523359562, 0.0000000000
-0.9993908270, 0.0348994967, 0.0000000000
-0.9998476952, 0.0174524064, 0.0000000000
-0.9698463104, 0.1710100717, 0.1736481777
-0.9726831354, 0.1540578740, 0.1736481777
-0.9752236717, 0.1370587488, 0.1736481777
-0.9774671454, 0.1200178742, 0.1736481777
-0.9794128731, 0.1029404410, 0.1736481777
-0.9810602622, 0.0858316512, 0.1736481777
-0.9824088108, 0.0686967162, 0.1736481777
-0.9834581082, 0.0515408555, 0.1736481777
-0.9842078347, 0.0343692949, 0.1736481777
-0.9846577620, 0.0171872652, 0.1736481777
-0.9848077530, -0.0000000000, -0.1736481777
-0.9846577620, -0.0171872652, -0.1736481777
-0.9842078347, -0.0343692949, -0.1736481777
-0.9834581082, -0.0515408555, -0.1736481777
-0.9824088108, -0.0686967162, -0.1736481777
-0.9810602622, -0.0858316512, -0.1736481777
-0.9794128731, -0.1029404410, -0.1736481777
-0.9774671454, -0.1200178742, -0.1736481777
-0.9752236717, -0.1370587488, -0.1736481777
-0.9726831354, -0.1540578740, -0.1736481777
-1.0000000000, -0.0000000000, 0.0000000000
-0.9998476952, -0.0174524064, 0.0000000000
-0.9993908270, -0.0348994967, 0.0000000000
-0.9986295348, -0.0523359562, 0.0000000000
-0.9975640503, -0.0697564737, 0.0000000000
-0.9961946981, -0.0871557427, 0.0000000000
-0.9945218954, -0.1045284633, 0.0000000000
-0.9925461516, -0.1218693434, 0.0000000000
-0.9902680687, -0.1391731010, 0.0000000000
-0.9876883406, -0.1564344650, 0.0000000000
-0.9848077530, -0.0000000000, 0.1736481777
-0.9846577620, -0.0171872652, 0.1736481777
-0.9842078347, -0.0343692949, 0.1736481777
-0.9834581082, -0.0515408555, 0.1736481777
-0.9824088108, -0.0686967162, 0.1736481777
-0.9810602622, -0.0858316512, 0.1736481777
-0.9794128731, -0.1029404410, 0.1736481777
-0.9774671454, -0.1200178742, 0.1736481777
-0.9752236717, -0.1370587488, 0.1736481777
-0.9726831354, -0.1540578740, 0.1736481777
-0.9698463104, -0.1710100717, -0.1736481777
-0.9667140608, -0.1879101780, -0.1736481777
-0.9632873408, -0.2047530451, -0.1736481777
-0.9595671941, -0.2215335424, -0.1736481777
-0.9555547540, -0.2382465584, -0.1736481777
-0.9512512426, -0.2548870022, -0.1736481777
-0.9466579708, -0.2714498050, -0.1736481777
-0.9417763379, -0.2879299216, -0.1736481777
-0.9366078308, -0.3043223319, -0.1736481777
-0.9311540239, -0.3206220426, -0.1736481777
-0.9848077530, -0.1736481777, 0.0000000000
-0.9816271834, -0.1908089954, 0.0000000000
-0.9781476007, -0.2079116908, 0.0000000000
-0.9743700648, -0.2249510543, 0.0000000000
-0.9702957263, -0.2419218956, 0.0000000000
-0.9659258263, -0.2588190451, 0.0000000000
-0.9612616959, -0.2756373558, 0.0000000000
-0.9563047560, -0.2923717047, 0.0000000000
-0.9510565163, -0.3090169944, 0.0000000000
-0.9455185756, -0.3255681545, 0.0000000000
-0.9698463104, -0.1710100717, 0.1736481777
-0.9667140608, -0.1879101780, 0.1736481777
